created_at,retweet_count,reply_count,like_count,quote_count,bookmark_count,impression_count,title,edit_history_tweet_ids,id,author_id,Category,engagement,total_engagement
2025-03-02T04:28:27.000Z,0,0,4,0,0,48,"Hey everyone👋🏻, please help to like, share and subscribe to my YouTube channel. Thank you! 

https://t.co/4DU7yJWIuS",1896054974221832296,1896054974221832296,579971885,People & Blogs,52,52
2025-03-06T22:59:57.000Z,0,0,0,0,0,5,"20241005 TikTok Live 13 (Primary 5) 

Check out singapore_math_hacks's video! #TikTok https://t.co/1q0hBDL9z4",1897784244493271320,1897784244493271320,1815963988745936898,Education,5,5
2025-03-02T22:56:36.000Z,2,0,15,0,0,230,COMPANIONS OF HELLFIRE (SINGAPORE)  CODEX ANTICHRISTUS (FULL DEMO) https://t.co/8HxnD7PDBJ via @YouTube,1896333847744393400,1896333847744393400,949823764149219328,Music,247,247
2025-03-03T07:25:23.000Z,69,0,89,2,1,1051,"Check out GRAZIA Singapore's video! 

🔗 https://t.co/VstjpAeBCc

#GRAZIASingapore
#ValentinoFW25xFreen
#VALENTINOGARAVANI
#srchafreen #FreenSarocha",1896461888671887676,1896461888671887676,1618925885884858370,How-to & Style,1212,1212
2025-03-08T02:25:03.000Z,1,0,2,0,1,1319,"Should you marry for a home? Singapore’s famous public housing system is not without its own social quirks. 

@DextLow explains https://t.co/i3OFw4VAGR https://t.co/N62MYAo1jy",1898198248654872771,1898198248654872771,252751061,News & Politics,1323,1323
2025-03-07T12:53:27.000Z,0,0,0,0,0,7,"20241011 TikTok Live 17 (Primary 5) 

Check out singapore_math_hacks's video! #TikTok https://t.co/uVSu15E6bH",1897994002978554230,1897994002978554230,1815963988745936898,Education,7,7
2025-03-03T10:58:16.000Z,23,0,24,0,0,321,Check out GRAZIA Singapore's video! #TikTok https://t.co/W0uygGXyXb,1896515464672804919,1896515464672804919,1708052559724994560,How-to & Style,368,368
2025-03-07T02:03:33.000Z,1,0,8,0,2,304,"@unraveaero Now Tourist Singapore river was cleaned in a few years.

This is a great story well narrated here

https://t.co/kzlExhTvbJ https://t.co/BhSPL32lwc",1897830450317729951,1897830450317729951,171962385,Travel & Events,315,315
2025-03-07T03:46:39.000Z,0,0,0,0,0,4,"https://t.co/FmwRnPfqya

Change india to indonesia, we have the same problem.",1897856395254628463,1897856395254628463,1476067348687720448,News & Politics,4,4
2025-03-03T23:31:27.000Z,0,0,0,0,0,16,How Lee Kuan Yew Made Singapore - Tony Blair https://t.co/925q15YEri via @YouTube,1896705007090823666,1896705007090823666,509617237,Education,16,16
2025-03-07T04:29:56.000Z,0,0,1,0,0,84,"India claims to be a Superpower, 🤔 sure, anyone can.

#India #Pakistan #Bangladesh #Maldives #Nepal #Australia #Singapore #Malaysia #Indonesia #Thailand #Japan #SouthKorea #China

https://t.co/VKI8TzjUek",1897867286226026949,1897867286226026949,746293897551183872,News & Politics,85,85
2025-03-04T15:27:06.000Z,0,0,3,0,0,428,"@cb_doge I think the featured band is responsible for the ElectroMagnetic Spectrum Song ⚡️🧲🌈🌞💎🧬🚦
❤️🧡💛💚💙💜❤️🧡💛💚💙💜❤️🧡💛💚💙💜
https://t.co/tuqypxq2Lt",1896945505768477116,1896945505768477116,1507523158928150532,Music,431,431
2025-03-07T21:48:09.000Z,0,0,0,0,0,4,"20241012 TikTok Live 18 (Primary 4) 

Check out singapore_math_hacks's video! #TikTok https://t.co/I2rXjjlQ96",1898128562781389256,1898128562781389256,1815963988745936898,Education,4,4
2025-03-06T07:26:17.000Z,0,0,0,0,0,1,Lihat video GRAZIA Singapore! #TikTok https://t.co/NQbY1nMoct,1897549279763517709,1897549279763517709,1849909725913284611,How-to & Style,1,1
2025-03-07T08:40:34.000Z,0,0,0,0,0,4,Lihat video GRAZIA Singapore! #TikTok https://t.co/W8rvN4g3Ho,1897930361541476737,1897930361541476737,1849909725913284611,How-to & Style,4,4
